epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,236.369,1.19368,1.25357,1.25546,1,0.8977,0.95269,0.53065,1.48035,1.58012,1.7509,0.006931,0.006931,0.006931
33,243.551,1.14441,1.17448,1.34406,1,0.93094,0.9711,0.55751,1.45686,1.51958,1.77805,0.006832,0.006832,0.006832
34,250.796,1.22887,1.22633,1.30338,0.9936,0.93333,0.94656,0.54232,1.46639,1.62151,1.72054,0.006733,0.006733,0.006733
35,258.082,1.21316,1.15827,1.28313,0.9936,0.93333,0.94656,0.54232,1.46639,1.62151,1.72054,0.006634,0.006634,0.006634
36,265.332,1.0606,1.16618,1.24321,0.84517,0.90998,0.92703,0.51891,1.45333,1.65797,1.7413,0.006535,0.006535,0.006535
37,272.505,1.18607,1.1894,1.30561,0.96519,0.92437,0.95544,0.53665,1.52667,1.51075,1.80268,0.006436,0.006436,0.006436
38,279.696,1.22205,1.19337,1.33361,0.98552,0.9,0.97506,0.48388,1.5409,1.47813,1.76437,0.006337,0.006337,0.006337
39,286.829,1.13376,1.06536,1.26679,0.98552,0.9,0.97506,0.48388,1.5409,1.47813,1.76437,0.006238,0.006238,0.006238
40,294.036,1.11249,1.06807,1.30866,1,0.96013,0.97824,0.55716,1.49734,1.48152,1.74147,0.006139,0.006139,0.006139
41,301.254,1.22351,1.03135,1.34557,0.96738,0.98866,0.99306,0.51953,1.54613,1.51229,1.82535,0.00604,0.00604,0.00604
42,308.446,1.2285,1.08249,1.34774,0.96268,0.96667,0.989,0.4936,1.55738,1.54055,1.82708,0.005941,0.005941,0.005941
43,315.599,1.02462,1.09318,1.2461,0.96268,0.96667,0.989,0.4936,1.55738,1.54055,1.82708,0.005842,0.005842,0.005842
44,322.639,1.03421,1.00751,1.2009,0.9311,0.96667,0.98188,0.5144,1.51545,1.40434,1.79295,0.005743,0.005743,0.005743
45,329.865,1.08193,1.10701,1.20624,0.86476,0.93333,0.92862,0.46973,1.59592,1.44778,1.87294,0.005644,0.005644,0.005644
46,337.021,1.04602,1.1451,1.28297,0.89281,0.93333,0.96087,0.49662,1.57191,1.44746,1.85093,0.005545,0.005545,0.005545
47,344.294,1.07566,1.05071,1.20944,0.89281,0.93333,0.96087,0.49662,1.57191,1.44746,1.85093,0.005446,0.005446,0.005446
48,351.492,1.10304,0.98448,1.2082,0.90523,0.95546,0.95557,0.44951,1.70251,1.44144,2.05484,0.005347,0.005347,0.005347
49,358.661,0.9595,1.03371,1.19046,0.96169,0.8369,0.95083,0.43455,1.74487,1.45556,2.01551,0.005248,0.005248,0.005248
50,365.812,1.083,0.968,1.2216,0.93054,0.89336,0.96568,0.48563,1.67512,1.40457,1.9893,0.005149,0.005149,0.005149
51,373.052,0.99692,0.93759,1.20177,0.93054,0.89336,0.96568,0.48563,1.67512,1.40457,1.9893,0.00505,0.00505,0.00505
52,380.136,1.10702,0.9788,1.26879,0.9309,0.89815,0.97786,0.49736,1.66775,1.3415,1.99524,0.004951,0.004951,0.004951
53,387.325,0.97403,0.92884,1.18121,0.96397,0.892,0.97537,0.51399,1.5631,1.32079,1.88089,0.004852,0.004852,0.004852
54,394.423,1.02018,1.00698,1.2206,0.93446,0.95083,0.9822,0.53386,1.54209,1.33835,1.83779,0.004753,0.004753,0.004753
55,401.508,1.05101,0.92719,1.20078,0.93446,0.95083,0.9822,0.53386,1.54209,1.33835,1.83779,0.004654,0.004654,0.004654
56,408.545,1.05582,0.97503,1.28132,0.87807,0.96032,0.94942,0.50593,1.6547,1.28894,1.95448,0.004555,0.004555,0.004555
57,415.55,0.92817,0.87754,1.14185,0.9792,0.93333,0.98832,0.53159,1.61992,1.36178,1.88967,0.004456,0.004456,0.004456
58,422.476,0.95573,0.95931,1.21494,0.96763,0.99646,0.99081,0.49717,1.62984,1.23943,1.90708,0.004357,0.004357,0.004357
59,429.438,1.01959,0.92697,1.21317,0.96763,0.99646,0.99081,0.49717,1.62984,1.23943,1.90708,0.004258,0.004258,0.004258
60,436.567,1.05222,1.01595,1.28081,0.98488,1,0.995,0.56955,1.49472,1.16541,1.76859,0.004159,0.004159,0.004159
61,443.581,0.9426,0.92056,1.10694,0.95824,1,0.99177,0.51717,1.55811,1.16974,1.81946,0.00406,0.00406,0.00406
62,450.713,0.996,0.9497,1.21212,0.96271,1,0.99177,0.54028,1.48102,1.11869,1.7746,0.003961,0.003961,0.003961
63,457.833,1.01365,1.04154,1.25794,0.96271,1,0.99177,0.54028,1.48102,1.11869,1.7746,0.003862,0.003862,0.003862
64,464.907,0.99677,0.97374,1.21697,0.91992,0.96667,0.98794,0.53801,1.52449,1.14601,1.79445,0.003763,0.003763,0.003763
65,471.879,0.96808,0.96598,1.25672,0.99542,1,0.995,0.52885,1.53193,1.10962,1.82857,0.003664,0.003664,0.003664
66,479.028,0.99208,0.88888,1.15856,0.95914,0.96667,0.99047,0.53819,1.45463,1.18764,1.72568,0.003565,0.003565,0.003565
67,486.201,0.96925,0.95846,1.175,0.95914,0.96667,0.99047,0.53819,1.45463,1.18764,1.72568,0.003466,0.003466,0.003466
68,493.307,0.98643,0.91095,1.17781,0.98885,0.96667,0.99147,0.54567,1.43705,1.241,1.76934,0.003367,0.003367,0.003367
69,500.221,0.97721,0.87043,1.18749,0.96069,0.96667,0.98838,0.5176,1.45867,1.20776,1.80674,0.003268,0.003268,0.003268
70,507.235,0.89302,0.83944,1.12787,0.96761,0.99589,0.98984,0.5375,1.40288,1.09833,1.75404,0.003169,0.003169,0.003169
71,514.134,0.87484,0.82298,1.09865,0.96761,0.99589,0.98984,0.5375,1.40288,1.09833,1.75404,0.00307,0.00307,0.00307
72,521.065,0.89573,0.81795,1.11719,0.96771,0.99892,0.98984,0.548,1.37535,1.07961,1.74973,0.002971,0.002971,0.002971
73,527.939,0.85667,0.76163,1.05034,0.96569,1,0.98984,0.53508,1.43042,1.05727,1.79371,0.002872,0.002872,0.002872
74,534.836,0.87907,0.84983,1.12189,0.96344,1,0.99081,0.54158,1.48838,1.09146,1.81736,0.002773,0.002773,0.002773
75,541.895,0.9117,0.9029,1.13113,0.96344,1,0.99081,0.54158,1.48838,1.09146,1.81736,0.002674,0.002674,0.002674
76,548.984,0.84631,0.80111,1.14111,0.93741,0.99844,0.98879,0.52703,1.47499,1.14197,1.7974,0.002575,0.002575,0.002575
77,555.992,0.79644,0.75509,1.0817,0.96647,1,0.98532,0.5031,1.51964,1.08587,1.8208,0.002476,0.002476,0.002476
78,563.041,0.87525,0.76953,1.09296,0.96769,0.99836,0.98339,0.51112,1.46642,1.07269,1.81402,0.002377,0.002377,0.002377
79,569.957,0.9451,0.78067,1.10436,0.96769,0.99836,0.98339,0.51112,1.46642,1.07269,1.81402,0.002278,0.002278,0.002278
80,576.962,0.77783,0.69756,1.08059,0.9676,0.99546,0.98435,0.50839,1.49701,1.0661,1.87885,0.002179,0.002179,0.002179
81,583.829,0.74755,0.71649,1.06705,0.96771,0.99915,0.98435,0.50375,1.49388,1.04717,1.88265,0.00208,0.00208,0.00208
82,590.79,0.8818,0.82702,1.1397,0.96765,0.99719,0.9821,0.53307,1.45403,1.06156,1.85298,0.001981,0.001981,0.001981
83,597.68,0.8345,0.73,1.1188,0.96765,0.99719,0.9821,0.53307,1.45403,1.06156,1.85298,0.001882,0.001882,0.001882
84,604.645,0.8054,0.72525,1.07712,0.96765,0.99716,0.98435,0.54571,1.40902,1.03055,1.79347,0.001783,0.001783,0.001783
85,611.597,0.83232,0.75441,1.03949,0.96765,0.99704,0.98855,0.55812,1.39173,1.02474,1.77656,0.001684,0.001684,0.001684
86,618.502,0.8162,0.79722,1.05303,0.96769,0.99832,0.99177,0.57532,1.3648,0.99121,1.76927,0.001585,0.001585,0.001585
87,625.493,0.68791,0.6499,1.03651,0.96769,0.99832,0.99177,0.57532,1.3648,0.99121,1.76927,0.001486,0.001486,0.001486
88,632.47,0.91355,0.83925,1.21413,0.96669,1,0.99306,0.5794,1.35103,0.96003,1.74614,0.001387,0.001387,0.001387
89,639.355,0.77565,0.73011,1.10424,0.96532,1,0.99306,0.58256,1.34273,0.95159,1.73705,0.001288,0.001288,0.001288
90,646.29,0.79116,0.73063,1.11317,0.96511,1,0.99306,0.59061,1.37295,0.93909,1.74654,0.001189,0.001189,0.001189
91,653.261,0.75034,0.93458,1.04409,0.96511,1,0.99306,0.59061,1.37295,0.93909,1.74654,0.00109,0.00109,0.00109
92,660.26,0.77124,0.96742,1.13718,0.96726,1,0.99306,0.60389,1.34666,0.96319,1.73923,0.000991,0.000991,0.000991
93,667.152,0.70373,0.90342,1.05885,0.96774,1,0.99177,0.60731,1.34998,0.97473,1.74888,0.000892,0.000892,0.000892
94,674.069,0.6941,0.91632,1.03065,0.96774,0.99995,0.98984,0.5994,1.34448,1.00615,1.74971,0.000793,0.000793,0.000793
95,680.849,0.83065,0.96075,1.1398,0.96774,0.99995,0.98984,0.5994,1.34448,1.00615,1.74971,0.000694,0.000694,0.000694
96,687.781,0.672,0.83642,1.02617,0.90873,0.99577,0.98551,0.58348,1.37412,1.03231,1.77892,0.000595,0.000595,0.000595
97,694.725,0.73691,0.89461,1.10229,0.93021,0.96667,0.98117,0.58933,1.36813,1.04723,1.77264,0.000496,0.000496,0.000496
98,701.55,0.65612,0.80592,1.03235,0.93242,0.96667,0.97468,0.57889,1.36987,1.05987,1.77312,0.000397,0.000397,0.000397
99,708.382,0.67347,0.83392,0.99509,0.93242,0.96667,0.97468,0.57889,1.36987,1.05987,1.77312,0.000298,0.000298,0.000298
100,715.367,0.63728,0.78712,1.02658,0.93274,0.96667,0.96113,0.56947,1.36473,1.06535,1.77257,0.000199,0.000199,0.000199
