epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,1171.23,1.03171,1.09299,1.22151,0.73094,0.58824,0.57852,0.25574,1.8952,1.93667,1.90772,0.00439943,0.00439943,0.00439943
101,1182.83,1.03523,1.03217,1.22519,0.68922,0.58824,0.59378,0.24376,1.93125,2.00641,1.96104,0.00434286,0.00434286,0.00434286
102,1194.47,1.04626,1.12872,1.245,0.81103,0.58824,0.61223,0.2886,1.88135,1.82357,1.98481,0.00428629,0.00428629,0.00428629
103,1205.99,0.95704,0.93843,1.16248,0.74822,0.58824,0.60139,0.28012,1.85444,1.94482,1.97867,0.00422971,0.00422971,0.00422971
104,1217.62,0.89507,0.93182,1.16395,0.75812,0.58824,0.5816,0.27395,1.75118,2.01828,1.90807,0.00417314,0.00417314,0.00417314
105,1229.17,0.93532,0.97789,1.15188,0.94973,0.52941,0.60437,0.29318,1.86433,1.97224,1.96057,0.00411657,0.00411657,0.00411657
106,1240.96,0.97864,0.9773,1.17368,0.88981,0.52941,0.6466,0.31299,1.86555,1.82164,1.95699,0.00406,0.00406,0.00406
107,1252.62,1.01559,0.95213,1.16053,0.72961,0.63556,0.69232,0.33244,1.8298,1.44187,1.86915,0.00400343,0.00400343,0.00400343
108,1264.15,0.93045,0.89235,1.13625,0.73641,0.6579,0.71188,0.34332,1.8314,1.43369,1.87452,0.00394686,0.00394686,0.00394686
109,1275.76,0.90135,0.95513,1.08943,0.79602,0.70588,0.72253,0.32159,1.91671,1.37827,1.9404,0.00389029,0.00389029,0.00389029
110,1287.23,0.763,0.96062,1.00713,0.90212,0.64706,0.73645,0.30632,1.9151,1.56009,1.92854,0.00383371,0.00383371,0.00383371
111,1298.79,1.03084,1.29694,1.20746,0.84194,0.64706,0.68506,0.31952,1.85566,1.49496,1.89395,0.00377714,0.00377714,0.00377714
112,1310.37,0.96338,0.99615,1.20386,0.84463,0.64008,0.69507,0.34457,1.68891,1.45543,1.73868,0.00372057,0.00372057,0.00372057
113,1321.94,0.87271,0.86548,1.03764,0.84447,0.63932,0.64016,0.32943,1.61763,1.62343,1.75559,0.003664,0.003664,0.003664
114,1333.77,0.83439,1.0845,1.03254,0.9056,0.58824,0.68988,0.36444,1.62596,1.65882,1.77621,0.00360743,0.00360743,0.00360743
115,1345.24,0.94038,0.93152,1.12206,0.8306,0.57763,0.64402,0.33717,1.75243,1.68186,1.80579,0.00355086,0.00355086,0.00355086
116,1356.73,0.95533,0.93411,1.10456,0.87816,0.58824,0.66144,0.37366,1.67503,1.53741,1.79766,0.00349429,0.00349429,0.00349429
117,1368.25,0.81778,0.80892,1.07513,0.6855,0.64142,0.67966,0.38943,1.71429,1.56,1.70046,0.00343771,0.00343771,0.00343771
118,1379.7,0.84843,0.96962,0.97389,0.74935,0.58824,0.69744,0.37321,1.7115,1.47145,1.75069,0.00338114,0.00338114,0.00338114
119,1391.21,0.85564,0.85415,1.11118,0.75822,0.58824,0.65592,0.33987,1.68702,1.51317,1.74375,0.00332457,0.00332457,0.00332457
120,1402.73,0.81102,1.01688,1.02096,0.70915,0.64706,0.66834,0.33594,1.6978,1.46435,1.76456,0.003268,0.003268,0.003268
121,1414.12,1.02576,1.21824,1.20517,0.72658,0.64706,0.64357,0.32239,1.69742,1.52696,1.76732,0.00321143,0.00321143,0.00321143
122,1425.62,0.85267,0.81765,1.08292,0.75843,0.64706,0.63984,0.32807,1.73407,1.47134,1.73966,0.00315486,0.00315486,0.00315486
123,1436.98,0.84026,0.88568,1.09102,0.64349,0.64706,0.63819,0.33198,1.62415,1.61126,1.63212,0.00309829,0.00309829,0.00309829
124,1448.61,1.0158,1.02615,1.27739,0.97123,0.47059,0.62304,0.33293,1.78659,1.5875,1.84278,0.00304171,0.00304171,0.00304171
125,1460.09,0.89653,0.85563,1.13267,0.89943,0.52638,0.64011,0.34638,1.75977,1.55483,1.79942,0.00298514,0.00298514,0.00298514
126,1471.54,0.90098,0.97281,1.10349,0.88356,0.52941,0.65325,0.37042,1.70064,1.4889,1.76305,0.00292857,0.00292857,0.00292857
127,1483.17,0.84261,0.91453,1.05315,0.83047,0.57714,0.67461,0.36715,1.65367,1.486,1.7256,0.002872,0.002872,0.002872
128,1494.68,0.71944,0.92022,0.9746,0.7324,0.64418,0.71374,0.38847,1.61949,1.5186,1.72387,0.00281543,0.00281543,0.00281543
129,1506.17,0.86686,0.85747,1.12759,0.75271,0.58824,0.6816,0.39779,1.55407,1.53792,1.67544,0.00275886,0.00275886,0.00275886
130,1518.13,1.04678,0.98775,1.23997,0.75651,0.58824,0.68058,0.40623,1.57202,1.57615,1.66344,0.00270229,0.00270229,0.00270229
131,1529.66,0.8772,0.85908,1.11257,0.88179,0.58824,0.70395,0.41382,1.50292,1.52996,1.57935,0.00264571,0.00264571,0.00264571
132,1541.17,0.84248,0.82823,1.05578,0.89336,0.58824,0.71729,0.40975,1.61879,1.58806,1.68343,0.00258914,0.00258914,0.00258914
133,1552.72,0.80514,0.78549,1.06752,0.90868,0.58558,0.76846,0.39379,1.60975,1.5773,1.63809,0.00253257,0.00253257,0.00253257
134,1564.18,0.80734,0.83841,1.10719,0.82009,0.58824,0.77376,0.39555,1.65122,1.45614,1.64953,0.002476,0.002476,0.002476
135,1575.63,0.85213,0.85084,1.12293,0.82286,0.58824,0.74334,0.38694,1.59354,1.48568,1.64304,0.00241943,0.00241943,0.00241943
136,1587.14,0.7328,1.04698,0.98364,0.82625,0.58824,0.71448,0.38327,1.56678,1.51175,1.60918,0.00236286,0.00236286,0.00236286
137,1599.1,0.80201,0.82971,1.06184,0.82753,0.58824,0.74611,0.40712,1.54995,1.49588,1.59306,0.00230629,0.00230629,0.00230629
138,1610.55,0.79021,0.76732,1.09008,0.89192,0.58824,0.71504,0.40969,1.51618,1.54931,1.57565,0.00224971,0.00224971,0.00224971
139,1622.09,0.79164,0.76817,1.02685,0.82596,0.58824,0.69924,0.39108,1.49877,1.51577,1.57811,0.00219314,0.00219314,0.00219314
140,1633.54,0.79349,0.75697,1.04271,0.89388,0.58824,0.74882,0.42038,1.52368,1.50062,1.56673,0.00213657,0.00213657,0.00213657
141,1644.98,0.79236,0.75669,1.04221,0.78034,0.6279,0.73072,0.40909,1.67085,1.37568,1.66516,0.00208,0.00208,0.00208
142,1656.39,0.73335,0.82324,1.02733,0.74539,0.68961,0.75608,0.40021,1.75477,1.35227,1.68487,0.00202343,0.00202343,0.00202343
143,1667.84,0.72418,0.73099,1.02645,0.89628,0.52941,0.72041,0.3841,1.79715,1.53772,1.73078,0.00196686,0.00196686,0.00196686
144,1679.44,0.81777,1.14575,1.10417,0.86152,0.52941,0.67335,0.33767,1.72645,1.69567,1.73672,0.00191029,0.00191029,0.00191029
145,1691,0.75599,0.86327,1.0372,1,0.52702,0.65687,0.34929,1.74791,1.65652,1.75535,0.00185371,0.00185371,0.00185371
146,1702.97,0.71881,0.69663,1.04716,0.80737,0.52941,0.63516,0.36351,1.73645,1.65732,1.74551,0.00179714,0.00179714,0.00179714
147,1714.45,0.81488,0.88342,1.09853,0.82049,0.52941,0.62441,0.35747,1.75381,1.64395,1.7725,0.00174057,0.00174057,0.00174057
148,1725.93,0.72379,0.75243,1.04711,0.81783,0.52941,0.61857,0.3432,1.74752,1.56214,1.75968,0.001684,0.001684,0.001684
149,1737.48,0.93318,0.78594,1.13639,0.80764,0.52941,0.60939,0.34056,1.87201,1.49701,1.80307,0.00162743,0.00162743,0.00162743
150,1748.92,0.71852,0.69378,0.98896,0.82644,0.58824,0.70797,0.35701,1.89273,1.27168,1.81631,0.00157086,0.00157086,0.00157086
151,1760.53,0.81884,0.87385,1.07378,0.91591,0.64706,0.76952,0.37965,1.81612,1.34664,1.75633,0.00151429,0.00151429,0.00151429
152,1772.03,0.70877,0.77229,1.02814,0.80605,0.64706,0.75999,0.36336,1.85291,1.32614,1.76436,0.00145771,0.00145771,0.00145771
153,1783.51,0.71253,0.72856,1.01106,0.75532,0.70588,0.76875,0.36802,1.83589,1.43082,1.79464,0.00140114,0.00140114,0.00140114
154,1795.33,0.81886,0.90292,1.12533,0.89965,0.58824,0.69375,0.34812,1.77712,1.54441,1.77671,0.00134457,0.00134457,0.00134457
155,1806.7,0.7039,0.80448,0.96855,0.90022,0.58824,0.72968,0.33959,1.77944,1.58555,1.78445,0.001288,0.001288,0.001288
156,1818.08,0.75364,0.75684,1.04001,0.90223,0.58824,0.73349,0.34488,1.79817,1.58012,1.78941,0.00123143,0.00123143,0.00123143
157,1829.52,0.78235,0.78742,1.05239,0.91592,0.64125,0.74311,0.34395,1.7999,1.57982,1.80329,0.00117486,0.00117486,0.00117486
158,1841.39,0.59802,0.88787,0.90313,0.78598,0.70588,0.74627,0.35026,1.81853,1.54395,1.78707,0.00111829,0.00111829,0.00111829
159,1852.92,0.76944,0.86944,1.08096,0.80691,0.7384,0.77244,0.37337,1.83266,1.53558,1.79818,0.00106171,0.00106171,0.00106171
160,1864.44,0.8451,0.82512,1.07867,0.90223,0.58824,0.71486,0.3633,1.8335,1.59276,1.78397,0.00100514,0.00100514,0.00100514
161,1875.9,0.70582,0.76403,1.01648,0.89883,0.58824,0.69785,0.37293,1.85358,1.61581,1.79249,0.000948571,0.000948571,0.000948571
162,1887.76,0.71329,0.80194,1.03442,0.8972,0.58824,0.70387,0.36938,1.84767,1.62495,1.79642,0.000892,0.000892,0.000892
163,1899.19,0.7059,0.71074,1.01343,1,0.58204,0.71062,0.375,1.81546,1.61529,1.76216,0.000835429,0.000835429,0.000835429
164,1910.92,0.60889,0.75589,0.91193,0.99369,0.58824,0.73592,0.37616,1.79226,1.60399,1.72519,0.000778857,0.000778857,0.000778857
165,1922.42,0.69165,0.77177,1.04714,0.76463,0.57417,0.68199,0.35916,1.76265,1.6017,1.71147,0.000722286,0.000722286,0.000722286
166,1933.78,0.53329,0.67726,0.86471,0.76688,0.58104,0.68315,0.35196,1.78581,1.61359,1.72391,0.000665714,0.000665714,0.000665714
167,1945.23,0.54323,0.71379,0.85268,0.79646,0.69129,0.68188,0.34821,1.7925,1.61139,1.7033,0.000609143,0.000609143,0.000609143
168,1956.58,0.70087,0.89009,1.01127,0.7972,0.70588,0.7043,0.33748,1.80574,1.62631,1.72967,0.000552571,0.000552571,0.000552571
169,1968.28,0.50501,0.64861,0.86387,0.7966,0.69187,0.69597,0.32737,1.81156,1.60553,1.73053,0.000496,0.000496,0.000496
170,1979.78,0.6115,0.76954,0.88887,0.73273,0.64519,0.68092,0.32546,1.80903,1.60306,1.74487,0.000439429,0.000439429,0.000439429
171,1991.32,0.53166,0.83267,0.85428,0.70492,0.70281,0.67278,0.32915,1.81088,1.59199,1.73859,0.000382857,0.000382857,0.000382857
172,2002.74,0.60365,0.90234,1.00614,0.81014,0.52941,0.69014,0.32284,1.80502,1.59255,1.72683,0.000326286,0.000326286,0.000326286
173,2014.66,0.6514,0.64359,0.93566,0.80961,0.52941,0.67889,0.32345,1.79226,1.56394,1.71212,0.000269714,0.000269714,0.000269714
174,2025.9,0.52493,0.61139,0.89068,0.80959,0.52941,0.67034,0.32341,1.78139,1.58335,1.70864,0.000213143,0.000213143,0.000213143
175,2037.26,0.57194,0.58591,0.96849,0.90011,0.58824,0.72296,0.3283,1.79842,1.59286,1.71789,0.000156571,0.000156571,0.000156571
