epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,276.654,1.47354,2.65436,1.48217,0.59876,0.25,0.30505,0.1161,2.03148,3.25573,1.98071,0.00911421,0.00911421,0.00911421
19,291.76,1.76719,2.85359,1.7379,0.57666,0.33333,0.30982,0.11615,1.91842,4.78573,1.99433,0.00906211,0.00906211,0.00906211
20,306.911,1.69574,2.88505,1.68534,0.50948,0.45833,0.44356,0.19638,1.86695,2.97644,1.84519,0.00901,0.00901,0.00901
21,322.315,1.56457,2.3975,1.56102,0.54934,0.45833,0.45692,0.19379,1.8698,3.0031,1.83415,0.00895789,0.00895789,0.00895789
22,337.371,1.38924,2.56996,1.44359,0.5153,0.45833,0.48175,0.18812,2.11675,2.92439,2.12119,0.00890579,0.00890579,0.00890579
23,352.388,1.38595,2.54378,1.45746,0.71477,0.58333,0.58336,0.22337,2.02389,3.06406,2.07043,0.00885368,0.00885368,0.00885368
24,367.465,1.54868,2.7014,1.47321,0.37975,0.29167,0.26099,0.08739,1.99527,4.81267,2.15266,0.00880158,0.00880158,0.00880158
25,382.72,1.66969,2.41871,1.59866,0.57596,0.45833,0.38808,0.12649,1.93622,3.17988,1.97169,0.00874947,0.00874947,0.00874947
26,398.053,1.59995,2.39116,1.57986,0.66954,0.41667,0.42117,0.16468,1.88341,2.95573,2.05674,0.00869737,0.00869737,0.00869737
27,413.188,1.56806,2.18383,1.5244,0.66097,0.45833,0.55527,0.23345,1.91679,2.7108,1.96008,0.00864526,0.00864526,0.00864526
28,428.68,1.54664,2.01185,1.54632,0.7607,0.33333,0.49528,0.23131,1.80721,2.60949,1.71951,0.00859316,0.00859316,0.00859316
29,444.613,1.69507,2.20029,1.68492,0.9756,0.45833,0.69373,0.30609,1.85468,2.26312,1.86769,0.00854105,0.00854105,0.00854105
30,459.861,1.35516,1.76076,1.45459,0.32169,0.45833,0.3025,0.12302,2.10004,5.25843,2.14223,0.00848895,0.00848895,0.00848895
31,475.023,1.46991,1.86595,1.56012,0.47961,0.42265,0.37589,0.17707,1.93507,3.13281,2.00522,0.00843684,0.00843684,0.00843684
32,490.273,1.56642,1.80305,1.55682,0.4259,0.58333,0.43364,0.19048,2.09756,2.80406,2.23316,0.00838474,0.00838474,0.00838474
33,505.3,1.58755,1.82762,1.64625,0.5966,0.5,0.56152,0.25515,1.92867,2.22585,2.06948,0.00833263,0.00833263,0.00833263
34,520.374,1.49323,1.98384,1.57255,0.66173,0.45833,0.60878,0.29236,1.82848,2.20613,1.91949,0.00828053,0.00828053,0.00828053
35,536.348,1.52869,1.87024,1.53194,0.41884,0.41667,0.36529,0.15521,2.05125,3.00107,2.09714,0.00822842,0.00822842,0.00822842
36,551.485,1.61088,1.91152,1.65313,0.47695,0.41667,0.36546,0.15318,1.923,2.75123,2.20548,0.00817632,0.00817632,0.00817632
37,566.435,1.54096,1.75912,1.61086,0.61188,0.45833,0.51034,0.27382,1.91438,2.90218,2.08914,0.00812421,0.00812421,0.00812421
38,581.465,1.33923,1.7739,1.4355,0.45087,0.5,0.44544,0.22121,1.86165,2.44077,1.9933,0.00807211,0.00807211,0.00807211
39,596.842,1.41363,1.99435,1.40297,0.68611,0.5,0.48564,0.22044,1.91002,2.55395,2.02565,0.00802,0.00802,0.00802
40,612.242,1.38965,1.64737,1.45648,0.76272,0.53604,0.56912,0.26064,1.94599,2.96562,2.00744,0.00796789,0.00796789,0.00796789
41,627.818,1.47962,1.61825,1.52578,0.8087,0.54167,0.60328,0.31868,1.87713,2.06948,1.95398,0.00791579,0.00791579,0.00791579
42,643.1,1.53111,1.63662,1.55617,0.84001,0.625,0.74004,0.32624,1.84478,1.94691,1.92643,0.00786368,0.00786368,0.00786368
43,659.002,1.43575,1.50834,1.48584,0.75639,0.45833,0.56519,0.2788,1.80978,2.31288,1.91403,0.00781158,0.00781158,0.00781158
44,674.091,1.41338,1.60969,1.43625,0.58269,0.54167,0.49383,0.26558,1.90295,2.39721,1.93557,0.00775947,0.00775947,0.00775947
45,689.439,1.47972,1.6263,1.4567,0.7325,0.45833,0.54478,0.26944,1.787,2.22202,1.83752,0.00770737,0.00770737,0.00770737
46,704.445,1.46964,1.61166,1.43133,0.68923,0.37,0.42978,0.25228,1.75259,2.53891,1.86126,0.00765526,0.00765526,0.00765526
47,719.398,1.57439,1.61936,1.50298,0.70895,0.41667,0.50004,0.24282,1.79374,2.37221,1.89983,0.00760316,0.00760316,0.00760316
48,734.259,1.51982,1.53271,1.52155,0.84021,0.5,0.56515,0.31507,1.72168,1.98775,1.76313,0.00755105,0.00755105,0.00755105
49,750.048,1.2841,1.42567,1.3722,0.92833,0.5398,0.64912,0.28793,1.67009,2.07122,1.7212,0.00749895,0.00749895,0.00749895
50,764.978,1.24552,1.35655,1.28972,0.86533,0.53581,0.64887,0.30222,1.74436,1.93347,1.87346,0.00744684,0.00744684,0.00744684
51,780.153,1.45279,1.62825,1.47245,0.67785,0.52655,0.57608,0.23984,1.87402,2.05269,2.00392,0.00739474,0.00739474,0.00739474
52,795.997,1.29169,1.28954,1.324,0.71923,0.58333,0.54934,0.26363,1.80486,1.87474,1.99057,0.00734263,0.00734263,0.00734263
53,811.119,1.23215,1.52711,1.38767,0.73997,0.59324,0.61929,0.28326,1.78965,1.90722,1.90607,0.00729053,0.00729053,0.00729053
54,826.8,1.34231,1.57257,1.52965,0.50328,0.70833,0.61261,0.27587,1.92701,1.85521,2.09344,0.00723842,0.00723842,0.00723842
55,841.938,1.37068,1.45251,1.43069,0.68146,0.53514,0.53174,0.24918,1.98411,2.19188,2.25377,0.00718632,0.00718632,0.00718632
56,857.249,1.23052,1.48388,1.39815,0.62017,0.68065,0.63724,0.29398,1.81971,1.79846,2.09633,0.00713421,0.00713421,0.00713421
57,872.596,1.16511,1.2451,1.30316,0.79791,0.66667,0.68869,0.29813,1.88152,1.68202,2.20015,0.00708211,0.00708211,0.00708211
58,887.624,1.15285,1.35691,1.25924,0.71395,0.66667,0.72809,0.35034,1.80222,1.72551,1.91935,0.00703,0.00703,0.00703
59,903.131,1.17248,1.26483,1.27203,0.64055,0.74273,0.70188,0.35709,1.74091,1.81589,1.80382,0.00697789,0.00697789,0.00697789
60,918.096,1.32793,1.30272,1.40686,0.79739,0.65634,0.74259,0.39225,1.70146,1.74389,1.80842,0.00692579,0.00692579,0.00692579
61,933.358,1.24098,1.3744,1.35485,0.74946,0.74794,0.7611,0.35443,1.91615,1.58623,2.09007,0.00687368,0.00687368,0.00687368
62,948.218,1.11214,1.21084,1.24862,0.83963,0.65489,0.72127,0.31858,1.8534,1.63698,2.10155,0.00682158,0.00682158,0.00682158
63,963.144,1.3781,1.67242,1.46748,0.75039,0.75,0.76948,0.36049,1.87589,1.84126,2.07278,0.00676947,0.00676947,0.00676947
64,978.306,1.16068,1.1317,1.29495,0.66786,0.58333,0.66258,0.33135,1.79357,1.89622,2.01203,0.00671737,0.00671737,0.00671737
65,993.261,1.19021,1.21982,1.29254,0.68429,0.58333,0.56748,0.27863,1.83318,2.49396,2.16426,0.00666526,0.00666526,0.00666526
66,1008.71,1.30513,1.42311,1.37694,0.85942,0.58333,0.68251,0.3029,1.91999,1.54228,2.11374,0.00661316,0.00661316,0.00661316
67,1023.68,1.22652,1.29428,1.28681,0.74547,0.625,0.69881,0.33169,1.77502,1.57113,1.98095,0.00656105,0.00656105,0.00656105
68,1039.33,1.06801,1.38425,1.21699,0.87641,0.58333,0.73402,0.36341,1.81064,1.73339,1.99732,0.00650895,0.00650895,0.00650895
69,1055.05,1.14385,1.15485,1.37557,0.58723,0.70833,0.6691,0.34778,1.6888,1.62743,1.87951,0.00645684,0.00645684,0.00645684
70,1070.04,1.22769,1.21379,1.30522,0.92368,0.58333,0.74896,0.3822,1.81615,1.5194,1.96034,0.00640474,0.00640474,0.00640474
71,1084.97,1.14578,1.19799,1.24403,0.77135,0.70833,0.77518,0.36963,1.84798,1.47374,2.05898,0.00635263,0.00635263,0.00635263
72,1099.84,1.10473,1.13788,1.23896,0.72828,0.70833,0.64731,0.3272,1.90407,1.57181,2.20239,0.00630053,0.00630053,0.00630053
73,1115.13,1.1709,1.21916,1.29688,0.78659,0.61473,0.64076,0.33721,1.92639,1.65508,2.33134,0.00624842,0.00624842,0.00624842
74,1130.62,1.08646,1.26881,1.24889,0.66908,0.625,0.60584,0.30632,1.87662,1.692,2.15488,0.00619632,0.00619632,0.00619632
75,1145.63,1.0722,1.16003,1.21989,0.70944,0.58333,0.5993,0.29127,1.83872,1.63514,2.0452,0.00614421,0.00614421,0.00614421
76,1161.08,1.093,1.12881,1.22631,0.7661,0.875,0.72462,0.32708,1.91787,1.44676,2.14564,0.00609211,0.00609211,0.00609211
77,1176.15,1.18525,1.25825,1.39275,0.70193,0.79167,0.68126,0.3209,1.93509,1.46395,2.18067,0.00604,0.00604,0.00604
78,1191,1.19381,1.11848,1.34753,0.56108,0.79912,0.68079,0.31981,2.06725,1.38362,2.35409,0.00598789,0.00598789,0.00598789
79,1205.92,1.10636,1.05879,1.25161,0.74878,0.62115,0.64195,0.32041,1.9342,1.60824,2.21541,0.00593579,0.00593579,0.00593579
80,1220.96,1.24884,1.09112,1.34083,0.78065,0.625,0.69659,0.3332,1.9011,1.55305,2.0857,0.00588368,0.00588368,0.00588368
81,1235.66,1.06535,1.08174,1.2641,0.79584,0.70833,0.70798,0.35382,1.94113,1.41441,2.1591,0.00583158,0.00583158,0.00583158
82,1250.74,1.10465,1.08668,1.27898,0.71711,0.66667,0.67714,0.35288,1.94215,1.58693,2.14821,0.00577947,0.00577947,0.00577947
83,1266.29,1.07539,1.15828,1.2109,0.93857,0.63714,0.76542,0.36396,1.92786,1.50061,2.12835,0.00572737,0.00572737,0.00572737
84,1281.29,1.07384,1.10849,1.20922,0.88379,0.70833,0.80101,0.34833,1.88458,1.48543,2.11426,0.00567526,0.00567526,0.00567526
85,1296.44,1.11457,1.08311,1.2437,0.84202,0.66625,0.74296,0.31959,1.9967,1.28897,2.26216,0.00562316,0.00562316,0.00562316
86,1311.44,1.08605,1.10563,1.27663,0.8359,0.58333,0.66401,0.29476,1.87668,1.64453,2.22015,0.00557105,0.00557105,0.00557105
87,1326.4,1.09147,1.22119,1.21945,0.75504,0.66667,0.65856,0.32207,1.85838,1.46005,2.17167,0.00551895,0.00551895,0.00551895
88,1341.22,1.0106,0.91124,1.18518,0.74859,0.79167,0.75218,0.35304,1.88734,1.39614,2.18292,0.00546684,0.00546684,0.00546684
89,1356.12,0.96532,0.93751,1.15586,0.73902,0.70796,0.7042,0.35693,1.7218,1.59715,1.85105,0.00541474,0.00541474,0.00541474
90,1371.04,1.16318,1.24552,1.32678,0.88817,0.66209,0.73006,0.36981,1.66892,1.49789,1.84943,0.00536263,0.00536263,0.00536263
91,1386.12,1.04976,1.06248,1.20302,0.87483,0.79167,0.81767,0.38188,1.70879,1.4891,1.92584,0.00531053,0.00531053,0.00531053
92,1401.07,1.10164,1.12466,1.2644,0.92548,0.66667,0.79217,0.37302,1.68241,1.46797,1.96324,0.00525842,0.00525842,0.00525842
93,1416.06,1.02395,0.98045,1.18394,0.86237,0.78353,0.79353,0.3998,1.75589,1.24913,1.97414,0.00520632,0.00520632,0.00520632
94,1430.91,1.05099,1.00767,1.2147,0.82131,0.875,0.89506,0.46056,1.65798,1.12824,1.75155,0.00515421,0.00515421,0.00515421
95,1446.2,1.0439,0.95148,1.20033,0.94613,0.73229,0.80993,0.43171,1.66177,1.44991,1.81196,0.00510211,0.00510211,0.00510211
96,1460.97,1.13098,1.02664,1.23103,0.77644,0.70833,0.76042,0.376,1.81061,1.31686,2.09914,0.00505,0.00505,0.00505
97,1475.95,1.16691,1.15986,1.27546,0.75675,0.77814,0.76582,0.38398,1.75377,1.23749,1.94636,0.00499789,0.00499789,0.00499789
98,1491.21,0.9018,1.07793,1.03527,0.84541,0.75,0.76702,0.40077,1.68109,1.38769,1.83666,0.00494579,0.00494579,0.00494579
99,1506.65,0.99283,1.01209,1.15844,0.8533,0.72757,0.76596,0.39825,1.74441,1.4689,1.92424,0.00489368,0.00489368,0.00489368
100,1521.7,1.12941,1.19079,1.22743,0.91371,0.66667,0.76952,0.40418,1.68482,1.47346,1.81849,0.00484158,0.00484158,0.00484158
101,1536.8,0.92323,1.01587,1.07551,0.95316,0.66667,0.80484,0.40901,1.77894,1.2388,1.98819,0.00478947,0.00478947,0.00478947
102,1551.72,0.86246,0.85523,1.05528,0.87144,0.625,0.76897,0.36628,1.8259,1.32115,2.11887,0.00473737,0.00473737,0.00473737
103,1566.9,1.04162,0.95527,1.23798,0.73061,0.70833,0.75859,0.34291,1.73169,1.3954,2.02324,0.00468526,0.00468526,0.00468526
104,1582.26,1.01415,1.02321,1.17457,0.77685,0.625,0.69496,0.33038,1.8286,1.67005,2.02622,0.00463316,0.00463316,0.00463316
105,1597.14,0.9769,0.90545,1.17332,0.99981,0.625,0.74992,0.39805,1.82316,1.41927,2.06332,0.00458105,0.00458105,0.00458105
106,1612.31,1.00186,0.95104,1.14443,0.88632,0.70833,0.80874,0.40803,1.77593,1.29453,1.9919,0.00452895,0.00452895,0.00452895
107,1627.28,1.00866,0.97633,1.16823,0.9156,0.70833,0.82456,0.4206,1.78934,1.31492,1.96879,0.00447684,0.00447684,0.00447684
108,1642.62,0.86391,0.96592,1.03048,0.93398,0.70833,0.84269,0.41001,1.8078,1.32384,1.98298,0.00442474,0.00442474,0.00442474
109,1657.59,0.92339,0.92126,1.15754,0.83878,0.86738,0.86863,0.43093,1.81849,1.11851,2.03505,0.00437263,0.00437263,0.00437263
110,1673.34,0.86896,0.87158,1.10833,0.82162,0.83333,0.81992,0.42626,1.66076,1.17038,1.89551,0.00432053,0.00432053,0.00432053
111,1688.53,0.83423,0.92387,1.05819,0.78277,0.79167,0.78056,0.40731,1.64298,1.23869,1.85913,0.00426842,0.00426842,0.00426842
112,1703.55,0.95183,0.97532,1.10788,0.73899,0.82601,0.8169,0.41816,1.6731,1.22442,1.87781,0.00421632,0.00421632,0.00421632
113,1718.4,0.89532,0.93958,1.14721,0.79183,0.79167,0.81394,0.4199,1.68351,1.21745,1.89121,0.00416421,0.00416421,0.00416421
114,1733.91,0.94617,0.83596,1.15448,0.84712,0.79167,0.84206,0.4171,1.65626,1.28435,1.81083,0.00411211,0.00411211,0.00411211
115,1750.15,0.93738,0.82797,1.16431,0.8372,0.79167,0.81644,0.39752,1.66544,1.33003,1.85119,0.00406,0.00406,0.00406
116,1766.03,0.95071,1.09692,1.19171,0.86276,0.78604,0.79294,0.39171,1.64093,1.39307,1.85354,0.00400789,0.00400789,0.00400789
117,1781.31,0.82607,0.85875,1.10009,0.80243,0.70833,0.77029,0.39993,1.55502,1.29925,1.76361,0.00395579,0.00395579,0.00395579
118,1796.64,0.99506,0.93631,1.26129,0.85428,0.73332,0.7746,0.40777,1.5968,1.30097,1.79201,0.00390368,0.00390368,0.00390368
119,1812.27,0.91705,0.91399,1.03704,0.88664,0.65233,0.80799,0.37686,1.71642,1.37881,1.93861,0.00385158,0.00385158,0.00385158
120,1827.3,0.96447,0.93423,1.16642,0.80752,0.66667,0.7415,0.3016,1.77932,1.48928,2.13543,0.00379947,0.00379947,0.00379947
121,1842.08,0.97329,0.87567,1.16289,0.71105,0.83333,0.81574,0.42514,1.66813,1.21222,1.85572,0.00374737,0.00374737,0.00374737
122,1857.02,0.83736,0.79508,1.0579,0.765,0.81426,0.81318,0.43587,1.62244,1.23554,1.81634,0.00369526,0.00369526,0.00369526
123,1871.86,0.88737,0.84219,1.11059,0.80778,0.70072,0.76067,0.36507,1.64416,1.38066,1.81766,0.00364316,0.00364316,0.00364316
124,1886.77,0.90974,0.79525,1.1419,0.94067,0.66094,0.76431,0.4012,1.67466,1.35088,1.83908,0.00359105,0.00359105,0.00359105
125,1902.07,0.82104,0.76154,1.07631,0.81134,0.75,0.77792,0.41408,1.71156,1.30107,1.88006,0.00353895,0.00353895,0.00353895
126,1917.32,0.88485,0.81313,1.17004,0.89151,0.79167,0.82327,0.41624,1.68158,1.33085,1.80815,0.00348684,0.00348684,0.00348684
127,1932.31,0.98816,0.85811,1.11677,0.85175,0.75,0.82135,0.3906,1.68721,1.3805,1.86319,0.00343474,0.00343474,0.00343474
128,1947.63,0.94759,0.95794,1.15291,0.98475,0.70833,0.80486,0.40605,1.711,1.39588,1.881,0.00338263,0.00338263,0.00338263
129,1962.98,0.86207,0.8289,1.1007,1,0.65659,0.80693,0.40042,1.67097,1.56573,1.86422,0.00333053,0.00333053,0.00333053
130,1977.95,0.85757,0.89962,1.10805,0.99139,0.70833,0.83895,0.42026,1.66334,1.2903,1.82233,0.00327842,0.00327842,0.00327842
131,1993.39,0.95131,0.91652,1.1464,0.94354,0.70833,0.79709,0.38185,1.80892,1.36728,1.98846,0.00322632,0.00322632,0.00322632
132,2008.39,0.85123,0.82606,1.10001,0.82163,0.75,0.79515,0.41199,1.79656,1.32061,1.94429,0.00317421,0.00317421,0.00317421
133,2023.25,0.72691,0.82853,1.01692,0.94226,0.68047,0.82463,0.40607,1.74012,1.43663,1.83495,0.00312211,0.00312211,0.00312211
134,2038.22,0.85706,0.75908,1.06454,0.89399,0.70299,0.8166,0.40692,1.73036,1.39648,1.82418,0.00307,0.00307,0.00307
135,2053.6,0.7782,0.82479,1.06605,0.85628,0.74495,0.80152,0.43293,1.7501,1.20169,1.84967,0.00301789,0.00301789,0.00301789
136,2068.8,0.75651,0.75784,1.03,0.90664,0.83333,0.86257,0.41587,1.77424,1.14866,1.87487,0.00296579,0.00296579,0.00296579
137,2083.63,0.77742,0.7711,1.08596,0.94158,0.75,0.87079,0.42644,1.72609,1.14986,1.84819,0.00291368,0.00291368,0.00291368
138,2098.95,0.73025,0.80551,1.01965,0.99091,0.75,0.8655,0.42847,1.76853,1.19619,1.87673,0.00286158,0.00286158,0.00286158
139,2113.81,0.72813,0.75232,0.99096,1,0.74634,0.87212,0.43478,1.74559,1.17982,1.87543,0.00280947,0.00280947,0.00280947
140,2128.8,0.77382,0.75534,1.05229,0.90844,0.82705,0.88788,0.44661,1.68296,1.04661,1.80898,0.00275737,0.00275737,0.00275737
141,2143.76,0.90274,0.9814,1.09195,0.86853,0.82606,0.8849,0.43108,1.77523,1.08458,1.90111,0.00270526,0.00270526,0.00270526
142,2158.88,0.72213,0.84423,0.99444,0.94418,0.70491,0.85379,0.42761,1.70773,1.18454,1.85623,0.00265316,0.00265316,0.00265316
143,2173.86,0.89102,0.79358,1.07586,0.89811,0.73504,0.85131,0.42258,1.69334,1.21489,1.83795,0.00260105,0.00260105,0.00260105
144,2188.75,0.82668,0.73317,1.09169,0.91235,0.70833,0.85329,0.41518,1.69157,1.20334,1.8235,0.00254895,0.00254895,0.00254895
