epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,434.081,1.61489,2.17136,1.61765,0.827,0.42857,0.5527,0.31206,1.88017,2.73342,1.90269,0.00736,0.00736,0.00736
42,444.686,1.49943,2.39202,1.64995,0.80951,0.71429,0.73081,0.34562,1.95046,2.46244,1.81161,0.007294,0.007294,0.007294
43,455.974,1.47639,2.31199,1.5494,0.36503,0.71429,0.48161,0.22528,1.92916,3.30499,1.85725,0.007228,0.007228,0.007228
44,467.288,1.42423,1.91348,1.5579,0.65353,0.57143,0.55309,0.21812,2.14411,2.81649,2.01372,0.007162,0.007162,0.007162
45,477.076,1.38826,1.9023,1.3784,0.64013,0.63578,0.60276,0.28929,1.92936,2.38658,1.88018,0.007096,0.007096,0.007096
46,486.864,1.49085,1.90039,1.54393,0.62704,0.48168,0.46229,0.23302,2.00358,2.61928,1.88547,0.00703,0.00703,0.00703
47,496.798,1.15917,2.38915,1.30354,0.62704,0.48168,0.46229,0.23302,2.00358,2.61928,1.88547,0.006964,0.006964,0.006964
48,507.23,1.363,1.85496,1.42533,0.92784,0.35714,0.49475,0.20448,2.09689,3.12082,2.0049,0.006898,0.006898,0.006898
49,516.978,1.39809,1.79987,1.43544,0.8549,0.57143,0.66872,0.25697,2.15783,2.49859,2.1067,0.006832,0.006832,0.006832
50,527.004,1.46272,1.91184,1.49954,0.89745,0.62647,0.72285,0.27393,2.13332,2.35625,1.99146,0.006766,0.006766,0.006766
51,537.059,1.37363,1.96742,1.52672,1,0.42579,0.57616,0.23383,2.10247,2.55551,2.01268,0.0067,0.0067,0.0067
52,548.088,1.33317,1.81572,1.40661,1,0.42579,0.57616,0.23383,2.10247,2.55551,2.01268,0.006634,0.006634,0.006634
53,560.087,1.51121,2.00344,1.70627,0.51792,0.57143,0.48891,0.20958,2.10521,2.77692,2.17637,0.006568,0.006568,0.006568
54,569.847,1.49646,1.94224,1.60364,0.69816,0.57143,0.64318,0.23919,2.00862,2.44365,1.97007,0.006502,0.006502,0.006502
55,579.67,1.34035,1.88751,1.51579,0.84073,0.5,0.63096,0.27113,1.93947,2.35417,1.93063,0.006436,0.006436,0.006436
56,589.43,1.28072,1.66506,1.40799,0.87048,0.57143,0.59532,0.29531,1.94236,2.25016,1.92011,0.00637,0.00637,0.00637
57,600.702,1.34551,1.70658,1.3973,0.87048,0.57143,0.59532,0.29531,1.94236,2.25016,1.92011,0.006304,0.006304,0.006304
58,611.09,1.43524,1.82285,1.59785,0.67363,0.64286,0.62439,0.28196,2.00049,2.25578,2.03387,0.006238,0.006238,0.006238
59,621.082,1.27689,1.64225,1.3737,0.77532,0.57143,0.57935,0.29882,2.0378,2.3261,2.05084,0.006172,0.006172,0.006172
60,631.595,1.39508,1.69668,1.4661,0.87266,0.57143,0.69135,0.27574,2.07213,2.22737,2.10431,0.006106,0.006106,0.006106
61,641.628,1.27934,1.77513,1.34309,0.87409,0.57143,0.65385,0.28192,2.05842,2.13031,2.05889,0.00604,0.00604,0.00604
62,651.706,1.29398,1.65997,1.39587,0.85369,0.42857,0.52439,0.25002,2.08574,2.39963,2.02945,0.005974,0.005974,0.005974
63,661.863,1.24497,1.55221,1.38224,0.85369,0.42857,0.52439,0.25002,2.08574,2.39963,2.02945,0.005908,0.005908,0.005908
64,672.075,1.25365,1.63163,1.37894,0.87277,0.5,0.56122,0.27891,2.04373,2.38979,2.05137,0.005842,0.005842,0.005842
65,683.116,1.28669,1.50627,1.37805,0.84906,0.5,0.55923,0.26805,1.98223,2.42768,2.03229,0.005776,0.005776,0.005776
66,693.049,1.22554,1.63903,1.31265,0.7562,0.57143,0.5331,0.25331,2.01705,2.53031,2.04577,0.00571,0.00571,0.00571
67,703.079,1.28063,1.50122,1.3472,0.6811,0.4595,0.52528,0.22197,1.9946,2.37831,2.04999,0.005644,0.005644,0.005644
68,715.477,1.27097,1.55318,1.3643,0.6811,0.4595,0.52528,0.22197,1.9946,2.37831,2.04999,0.005578,0.005578,0.005578
69,726.787,1.24219,2.0019,1.38622,0.63937,0.57143,0.53973,0.26105,1.80649,2.24448,1.93379,0.005512,0.005512,0.005512
70,738.341,1.26092,1.5014,1.46366,0.90533,0.68472,0.74333,0.33322,1.8088,2.2306,1.91894,0.005446,0.005446,0.005446
71,748.837,1.14247,1.46808,1.36778,0.84361,0.57143,0.64429,0.28947,1.835,2.44305,1.97395,0.00538,0.00538,0.00538
72,760.125,1.19659,1.4344,1.35692,0.88715,0.56246,0.65582,0.35424,1.93066,2.24435,2.01011,0.005314,0.005314,0.005314
73,770.324,1.18673,1.48367,1.30759,0.88715,0.56246,0.65582,0.35424,1.93066,2.24435,2.01011,0.005248,0.005248,0.005248
74,780.635,1.29326,1.44581,1.44956,0.99268,0.71429,0.78679,0.34374,1.95338,2.14206,2.04561,0.005182,0.005182,0.005182
75,790.752,1.17736,1.4327,1.37121,0.75969,0.5,0.6398,0.34012,1.90215,2.19408,1.93234,0.005116,0.005116,0.005116
76,801.651,1.19491,1.44707,1.32491,0.76771,0.57143,0.7099,0.33382,1.92458,2.25442,1.90011,0.00505,0.00505,0.00505
77,811.852,1.13731,1.25712,1.27864,0.98207,0.57143,0.67786,0.34744,1.86472,2.19455,1.78796,0.004984,0.004984,0.004984
78,821.771,1.13472,1.28681,1.27321,1,0.55906,0.65497,0.33475,1.97061,2.37319,1.86875,0.004918,0.004918,0.004918
79,831.972,1.02719,1.29492,1.22199,1,0.55906,0.65497,0.33475,1.97061,2.37319,1.86875,0.004852,0.004852,0.004852
80,842.056,1.0732,1.34882,1.28495,1,0.63013,0.69077,0.3398,1.92686,2.19751,1.95997,0.004786,0.004786,0.004786
81,851.937,0.9595,1.78806,1.15759,0.9835,0.64286,0.70911,0.376,1.86297,2.00674,1.91485,0.00472,0.00472,0.00472
82,862.212,1.06698,1.39277,1.31014,0.87093,0.57143,0.65622,0.34471,1.80507,1.98023,1.84136,0.004654,0.004654,0.004654
83,873.595,1.07408,1.31577,1.2841,0.9056,0.71429,0.72033,0.3927,1.6755,1.97751,1.72761,0.004588,0.004588,0.004588
84,884.881,1.0609,1.22134,1.2104,0.9056,0.71429,0.72033,0.3927,1.6755,1.97751,1.72761,0.004522,0.004522,0.004522
85,896.432,1.07136,1.21001,1.21477,1,0.7036,0.73028,0.3869,1.79079,1.84398,1.82379,0.004456,0.004456,0.004456
86,908.622,1.13714,1.32346,1.26859,0.98405,0.64286,0.69951,0.34234,1.84737,1.90352,1.77271,0.00439,0.00439,0.00439
87,918.76,1.05574,1.19363,1.25037,1,0.63308,0.66409,0.29268,1.94186,2.07492,1.81235,0.004324,0.004324,0.004324
88,928.826,1.06346,1.36223,1.25923,1,0.63734,0.66581,0.32234,1.86751,2.00595,1.90298,0.004258,0.004258,0.004258
89,939.107,1.04021,1.1725,1.19789,1,0.63734,0.66581,0.32234,1.86751,2.00595,1.90298,0.004192,0.004192,0.004192
90,949.039,0.98012,1.06802,1.16753,1,0.63661,0.65797,0.3107,1.87884,1.98136,1.96586,0.004126,0.004126,0.004126
91,958.878,1.02327,1.14109,1.206,0.99109,0.64286,0.66032,0.29326,1.90836,1.97,1.98646,0.00406,0.00406,0.00406
92,968.853,1.1192,1.23413,1.25423,0.98539,0.64286,0.68355,0.3157,1.96798,2.06509,2.01089,0.003994,0.003994,0.003994
93,978.576,1.04935,1.82708,1.22472,0.98545,0.64286,0.74365,0.33942,1.93154,1.9362,1.95492,0.003928,0.003928,0.003928
94,988.962,1.0987,1.16987,1.27269,0.89009,0.64286,0.6743,0.26766,1.89775,2.07246,1.88873,0.003862,0.003862,0.003862
95,999.233,0.95864,1.02626,1.19791,0.89009,0.64286,0.6743,0.26766,1.89775,2.07246,1.88873,0.003796,0.003796,0.003796
96,1009.85,1.00009,1.22493,1.22884,0.87594,0.57143,0.65056,0.26919,1.8704,2.18912,1.80892,0.00373,0.00373,0.00373
97,1019.87,0.96657,1.08153,1.1916,0.79289,0.64286,0.65067,0.2545,2.04852,2.18686,1.94817,0.003664,0.003664,0.003664
98,1030.37,1.01848,1.1334,1.20757,0.88645,0.55888,0.62362,0.27708,1.98648,2.19627,1.98147,0.003598,0.003598,0.003598
99,1040.39,1.02508,1.16607,1.23099,0.81462,0.62885,0.65437,0.27908,2.0031,2.17616,2.00287,0.003532,0.003532,0.003532
100,1050.81,0.99416,1.04355,1.21302,0.81462,0.62885,0.65437,0.27908,2.0031,2.17616,2.00287,0.003466,0.003466,0.003466
101,1062.16,1.07072,1.20011,1.21824,0.98731,0.64286,0.76133,0.32628,2.06187,1.98732,1.97489,0.0034,0.0034,0.0034
102,1072.48,1.05849,1.11524,1.19477,0.96544,0.64286,0.78854,0.35479,1.94692,1.90054,1.90212,0.003334,0.003334,0.003334
103,1082.5,0.97441,1.09504,1.15899,1,0.63654,0.75333,0.35547,1.88913,2.09537,1.80178,0.003268,0.003268,0.003268
104,1092.52,1.05632,1.25342,1.32448,1,0.63481,0.72088,0.34655,1.93748,2.09807,1.80948,0.003202,0.003202,0.003202
105,1104.99,0.91711,1.04563,1.15701,1,0.63481,0.72088,0.34655,1.93748,2.09807,1.80948,0.003136,0.003136,0.003136
106,1116.33,1.03298,1.15107,1.18763,1,0.63885,0.69066,0.32923,1.85791,2.07959,1.75279,0.00307,0.00307,0.00307
107,1126.54,1.00512,1.14705,1.23162,1,0.63996,0.71,0.35721,1.75775,1.94425,1.72915,0.003004,0.003004,0.003004
108,1137.18,0.87143,1.01939,1.16489,1,0.62808,0.75733,0.40255,1.72577,1.77894,1.6807,0.002938,0.002938,0.002938
109,1147.96,0.90898,1.06699,1.15432,0.96415,0.64286,0.77586,0.4193,1.70249,1.68709,1.68369,0.002872,0.002872,0.002872
110,1158.28,1.00185,1.17137,1.25474,0.98165,0.64286,0.78436,0.43026,1.67668,1.58609,1.64256,0.002806,0.002806,0.002806
111,1170.1,0.91408,0.98361,1.15609,0.98165,0.64286,0.78436,0.43026,1.67668,1.58609,1.64256,0.00274,0.00274,0.00274
112,1180.08,0.88619,1.02885,1.15478,0.87671,0.64286,0.7624,0.42276,1.72214,1.68318,1.72102,0.002674,0.002674,0.002674
113,1190.02,0.96461,1.07,1.15576,0.88987,0.64286,0.72463,0.39985,1.80614,1.87404,1.82037,0.002608,0.002608,0.002608
114,1200.3,1.01041,1.06375,1.23169,0.9988,0.64286,0.75077,0.37248,1.74567,1.84402,1.78415,0.002542,0.002542,0.002542
115,1210.51,0.75765,1.29136,1.06386,0.94272,0.64286,0.71623,0.38124,1.81241,1.88044,1.88275,0.002476,0.002476,0.002476
116,1221.21,0.76969,0.88341,1.08513,0.94272,0.64286,0.71623,0.38124,1.81241,1.88044,1.88275,0.00241,0.00241,0.00241
117,1231.45,1.0599,1.14382,1.27014,0.72971,0.64286,0.69899,0.36642,1.83825,1.95258,1.91083,0.002344,0.002344,0.002344
118,1241.69,0.94511,1.02363,1.17533,0.75575,0.71429,0.74021,0.36757,1.80761,1.83936,1.87077,0.002278,0.002278,0.002278
119,1252.95,0.95375,1.00853,1.22392,0.87841,0.64286,0.76548,0.37268,1.80606,1.77291,1.84171,0.002212,0.002212,0.002212
120,1262.89,0.84406,0.95622,1.11155,0.76916,0.71402,0.76471,0.39129,1.80731,1.86234,1.80344,0.002146,0.002146,0.002146
121,1273.17,0.87179,0.96518,1.12911,0.76916,0.71402,0.76471,0.39129,1.80731,1.86234,1.80344,0.00208,0.00208,0.00208
122,1284.12,0.88099,1.11211,1.15192,0.78511,0.7831,0.77189,0.3846,1.87827,1.83571,1.81871,0.002014,0.002014,0.002014
123,1294.48,0.86321,0.97307,1.11449,0.7836,0.78571,0.75426,0.38128,1.88734,1.84105,1.86918,0.001948,0.001948,0.001948
124,1304.51,0.90511,0.98629,1.1881,0.90868,0.71107,0.77373,0.36157,1.87462,1.87888,1.89549,0.001882,0.001882,0.001882
125,1314.83,0.83881,0.98398,1.09852,0.8212,0.71429,0.77238,0.36439,1.89761,1.85406,1.89584,0.001816,0.001816,0.001816
126,1326.27,0.9803,1.05105,1.18582,0.80667,0.71429,0.76833,0.35979,1.92969,1.87069,1.92763,0.00175,0.00175,0.00175
127,1336.35,0.83041,0.92239,1.10896,0.80667,0.71429,0.76833,0.35979,1.92969,1.87069,1.92763,0.001684,0.001684,0.001684
128,1346.94,0.75461,0.88677,1.10177,0.81634,0.71429,0.75535,0.37027,1.96901,1.85507,1.9519,0.001618,0.001618,0.001618
129,1357.77,0.91189,0.92388,1.10881,0.78444,0.71429,0.70794,0.34707,1.98899,1.79506,1.99295,0.001552,0.001552,0.001552
130,1369.19,0.88407,1.00049,1.15195,0.76109,0.71429,0.705,0.34065,1.90861,1.76569,1.93597,0.001486,0.001486,0.001486
131,1380.76,0.85213,0.94102,1.12108,0.70142,0.71429,0.70507,0.35995,1.82815,1.81353,1.87017,0.00142,0.00142,0.00142
132,1391.16,0.80431,0.8988,1.11319,0.70142,0.71429,0.70507,0.35995,1.82815,1.81353,1.87017,0.001354,0.001354,0.001354
133,1401.44,0.86228,0.97413,1.14222,0.7452,0.71429,0.70559,0.38094,1.83613,1.81619,1.85989,0.001288,0.001288,0.001288
134,1412.23,0.85115,0.8583,1.15844,0.83037,0.7003,0.7338,0.38577,1.81115,1.81657,1.81597,0.001222,0.001222,0.001222
135,1422.22,0.88586,0.99057,1.14255,0.88802,0.64286,0.73177,0.37687,1.76853,1.78899,1.79843,0.001156,0.001156,0.001156
136,1433.65,0.79712,0.93584,1.08127,0.88452,0.64286,0.75035,0.38443,1.77973,1.77131,1.79345,0.00109,0.00109,0.00109
137,1443.7,0.924,0.97258,1.1415,0.88452,0.64286,0.75035,0.38443,1.77973,1.77131,1.79345,0.001024,0.001024,0.001024
138,1455.55,0.84395,0.99001,1.06248,1,0.64052,0.79169,0.39696,1.78445,1.7549,1.77085,0.000958,0.000958,0.000958
139,1465.86,0.82387,0.87652,1.11714,0.99715,0.64286,0.78781,0.39996,1.81245,1.75882,1.7969,0.000892,0.000892,0.000892
140,1475.86,0.84142,1.0315,1.14295,0.99733,0.64286,0.80306,0.43164,1.80594,1.70561,1.78926,0.000826,0.000826,0.000826
141,1489.24,0.78958,1.59898,0.93724,0.81192,0.71429,0.80853,0.44788,1.74496,1.59164,1.77114,0.00076,0.00076,0.00076
142,1499.4,0.77324,1.06493,1.024,0.88421,0.71429,0.81667,0.45518,1.71964,1.51758,1.72937,0.000694,0.000694,0.000694
143,1510.71,0.76555,0.85825,0.99267,0.88421,0.71429,0.81667,0.45518,1.71964,1.51758,1.72937,0.000628,0.000628,0.000628
144,1522.04,0.65011,0.8565,1.02959,0.81915,0.78571,0.81291,0.4535,1.72016,1.49301,1.74477,0.000562,0.000562,0.000562
145,1532.07,0.59295,1.03312,0.93447,0.8441,0.77426,0.81217,0.45949,1.72525,1.5002,1.7602,0.000496,0.000496,0.000496
146,1541.98,0.74261,1.0438,1.00781,0.82531,0.78571,0.81825,0.44574,1.74049,1.48274,1.76538,0.00043,0.00043,0.00043
147,1556.32,0.64267,1.05167,0.95449,0.82561,0.78571,0.81456,0.45343,1.74109,1.51158,1.74643,0.000364,0.000364,0.000364
148,1567.32,0.65156,0.85269,0.97844,0.82561,0.78571,0.81456,0.45343,1.74109,1.51158,1.74643,0.000298,0.000298,0.000298
149,1581.15,0.63695,0.82034,0.94546,0.83666,0.78571,0.812,0.43816,1.75386,1.52791,1.75438,0.000232,0.000232,0.000232
150,1594.52,0.61789,0.79174,0.96231,0.81941,0.78571,0.8066,0.436,1.75773,1.53474,1.74795,0.000166,0.000166,0.000166
